Year,REF_REGION,Area,REF_AREA,Country,Level,Measure,Value
2011,FIN,Finlande,FIN,Finlande,CTRY,FERT_RATIO,1.83
2011,POL,Pologne,POL,Pologne,CTRY,FERT_RATIO,1.3
2011,IRL,Irlande,IRL,Irlande,CTRY,FERT_RATIO,2.03
2011,PRT,Portugal,PRT,Portugal,CTRY,FERT_RATIO,1.35
2011,GBR,Royaume-Uni,GBR,Royaume-Uni,CTRY,FERT_RATIO,1.48
2011,CHE,Suisse,CHE,Suisse,CTRY,FERT_RATIO,1.52
2011,EST,Estonie,EST,Estonie,CTRY,FERT_RATIO,1.61
2011,NOR,Norvège,NOR,Norvège,CTRY,FERT_RATIO,1.88
2011,FRA,France,FRA,France,CTRY,FERT_RATIO,2.01
2012,FRA,France,FRA,France,CTRY,FERT_RATIO,2.01
2012,NOR,Norvège,NOR,Norvège,CTRY,FERT_RATIO,1.85
2012,EST,Estonie,EST,Estonie,CTRY,FERT_RATIO,1.56
2012,CHE,Suisse,CHE,Suisse,CTRY,FERT_RATIO,1.52
2012,GBR,Royaume-Uni,GBR,Royaume-Uni,CTRY,FERT_RATIO,1.48
2012,PRT,Portugal,PRT,Portugal,CTRY,FERT_RATIO,1.28
2012,IRL,Irlande,IRL,Irlande,CTRY,FERT_RATIO,1.98
2012,POL,Pologne,POL,Pologne,CTRY,FERT_RATIO,1.3
2012,FIN,Finlande,FIN,Finlande,CTRY,FERT_RATIO,1.8
2012,GRC,Grèce,GRC,Grèce,CTRY,FERT_RATIO,1.34
2012,SWE,Suède,SWE,Suède,CTRY,FERT_RATIO,1.91
2012,DEU,Allemagne,DEU,Allemagne,CTRY,FERT_RATIO,1.41
2012,DNK,Danemark,DNK,Danemark,CTRY,FERT_RATIO,1.73
2012,LTU,Lituanie,LTU,Lituanie,CTRY,FERT_RATIO,1.6
2012,HUN,Hongrie,HUN,Hongrie,CTRY,FERT_RATIO,1.34
2012,ITA,Italie,ITA,Italie,CTRY,FERT_RATIO,1.43
2012,AUT,Autriche,AUT,Autriche,CTRY,FERT_RATIO,1.44
2012,ESP,Espagne,ESP,Espagne,CTRY,FERT_RATIO,1.32
2012,ISL,Islande,ISL,Islande,CTRY,FERT_RATIO,2.04
2012,SVK,République slovaque,SVK,République slovaque,CTRY,FERT_RATIO,1.34
2012,SVN,Slovénie,SVN,Slovénie,CTRY,FERT_RATIO,1.58
2012,NLD,Pays-Bas,NLD,Pays-Bas,CTRY,FERT_RATIO,1.72
2012,LUX,Luxembourg,LUX,Luxembourg,CTRY,FERT_RATIO,1.57
2012,LVA,Lettonie,LVA,Lettonie,CTRY,FERT_RATIO,1.44
2013,BEL,Belgique,BEL,Belgique,CTRY,FERT_RATIO,1.76
2013,LVA,Lettonie,LVA,Lettonie,CTRY,FERT_RATIO,1.53
2013,LUX,Luxembourg,LUX,Luxembourg,CTRY,FERT_RATIO,1.55
2013,NLD,Pays-Bas,NLD,Pays-Bas,CTRY,FERT_RATIO,1.67
2013,SVN,Slovénie,SVN,Slovénie,CTRY,FERT_RATIO,1.55
2013,SVK,République slovaque,SVK,République slovaque,CTRY,FERT_RATIO,1.35
2013,ISL,Islande,ISL,Islande,CTRY,FERT_RATIO,1.93
2013,ESP,Espagne,ESP,Espagne,CTRY,FERT_RATIO,1.28
2013,AUT,Autriche,AUT,Autriche,CTRY,FERT_RATIO,1.44
2013,ITA,Italie,ITA,Italie,CTRY,FERT_RATIO,1.39
2013,HUN,Hongrie,HUN,Hongrie,CTRY,FERT_RATIO,1.36
2013,DNK,Danemark,DNK,Danemark,CTRY,FERT_RATIO,1.66
2013,LTU,Lituanie,LTU,Lituanie,CTRY,FERT_RATIO,1.59
2013,DEU,Allemagne,DEU,Allemagne,CTRY,FERT_RATIO,1.42
2013,SWE,Suède,SWE,Suède,CTRY,FERT_RATIO,1.88
