Year,REF_AREA,Country,Household_type,Measure,INCOME_PRINCIPAL,INCOME_SPOUSE,Net_average_tax_rate_pct
2016,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,22.69
2017,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,22.76
2018,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,21.4
2019,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,21.57
2020,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,19.61
2021,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,19.1
2000,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,20.48
2001,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,21.75
2002,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,20.67
2003,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,17.43
2004,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,19.69
2005,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,19.48
2006,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,20.74
2007,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,24.67
2008,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,24.6
2009,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,24.66
2010,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,18.68
2011,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,13.96
2012,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,15.44
2013,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,15.45
2014,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,16.19
2015,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,16.87
2016,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,14.98
2017,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,15.29
2018,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,15.55
2019,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,16.1
2020,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,17.66
2021,HUN,Hongrie,"Couple, 2 children",net_average_tax_rate,100,0,18.79
2000,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,8.92
2001,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,9.0
2002,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,11.9
2003,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,12.61
2004,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,13.93
2005,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,15.01
2006,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,15.2
2007,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,14.78
2008,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,14.0
2009,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,9.74
2010,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,12.19
2011,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,14.5
2012,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,13.32
2013,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,15.22
2014,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,15.84
2015,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,17.46
2016,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,17.7
2017,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,16.26
2018,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,14.78
2019,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,14.57
2020,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,14.33
2021,ISL,Islande,"Couple, 2 children",net_average_tax_rate,100,0,14.35
2000,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,10.9
2001,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,8.25
2002,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,5.4
2003,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,3.94
2004,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,3.59
2005,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,2.87
2006,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,2.27
2007,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,1.37
2008,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,1.22
2009,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,3.5
2010,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,5.57
2011,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,6.87
2012,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,7.68
2013,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,9.4
2014,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,9.72
2015,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,8.89
2016,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,7.95
2017,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,7.95
2018,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,8.66
2019,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,11.89
2020,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,12.43
2021,IRL,Irlande,"Couple, 2 children",net_average_tax_rate,100,0,13.78
2000,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,18.57
2001,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,17.48
2002,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,16.2
2003,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,15.69
2004,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,16.42
2005,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,15.17
2006,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,16.24
2007,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,15.11
2008,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,16.29
2009,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,16.69
2010,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,17.85
2011,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,18.79
2012,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,19.13
2013,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,18.63
2014,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,18.77
2015,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,18.97
2016,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,19.02
2017,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,18.99
2018,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,19.2
2019,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,19.69
2020,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,17.53
2021,ITA,Italie,"Couple, 2 children",net_average_tax_rate,100,0,17.02
2000,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,12.84
2001,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,14.12
2002,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,13.03
2003,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,14.94
2004,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,16.72
2005,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,18.84
2006,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,20.15
2007,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,18.6
2008,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,16.77
2009,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,16.22
2010,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,19.12
2011,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,19.33
2012,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,19.79
2013,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,19.39
2014,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,15.79
2015,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,15.15
2016,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,15.31
2017,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,16.68
2018,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,16.38
2019,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,15.83
2020,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,15.67
2021,LVA,Lettonie,"Couple, 2 children",net_average_tax_rate,100,0,15.17
2000,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,28.75
2001,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,28.79
2002,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,28.08
2003,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,25.18
2004,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,21.54
2005,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,18.96
2006,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,19.18
2007,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,18.55
2008,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,17.78
2009,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,14.73
2010,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,14.43
2011,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,14.82
2012,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,15.36
2013,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,16.02
2014,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,15.55
2015,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,16.13
2016,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,18.36
2017,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,15.64
2018,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,12.43
2019,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,25.61
2020,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,19.3
2021,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,0,22.05
2000,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,0,1.85
2001,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,0,0.65
2007,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,0,0.88
2008,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,0,1.33
2009,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,0,0.79
2010,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,0,1.47
2011,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,0,3.12
2012,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,0,2.99
2013,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,0,4.15
2014,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,0,4.79
2015,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,0,5.74
2016,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,0,6.0
2017,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,0,4.82
2018,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,0,5.49
2019,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,0,5.97
2020,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,0,7.45
2021,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,0,7.84
2000,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,22.44
2001,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,20.73
2002,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,20.6
2003,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,20.95
2004,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,22.33
2005,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,22.31
2006,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,22.3
2007,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,22.44
2008,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,23.02
2009,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,22.62
2010,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,23.61
2011,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,24.04
2012,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,24.83
2013,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,24.47
2014,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,23.68
2015,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,24.12
2016,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,24.3
2017,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,24.51
2018,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,24.93
2019,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,23.78
2020,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,21.2
2021,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,0,21.03
2000,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,19.28
2001,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,20.28
2002,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,20.69
2003,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,20.57
2004,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,20.77
2005,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,20.33
2006,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,20.74
2007,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,21.55
2008,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,21.9
2009,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,21.67
2010,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,21.82
2011,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,22.17
2012,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,22.07
2013,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,22.26
2014,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,23.21
2015,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,23.2
2016,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,22.68
2017,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,22.42
2018,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,23.46
2019,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,23.21
2020,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,23.45
2021,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,0,23.77
2000,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,22.14
2001,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,21.86
2002,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,21.56
2003,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,21.98
2004,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,22.3
2005,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,22.78
2006,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,22.8
2007,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,21.01
2008,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,17.83
2009,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,17.83
2010,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,17.83
2011,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,17.83
2012,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,17.83
2013,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,18.08
2014,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,18.64
2015,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,18.92
2016,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,0.31
2018,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,1.22
2019,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,3.87
2020,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,1.26
2021,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,0,1.4
2000,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,14.0
2001,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,9.95
2002,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,9.79
2003,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,9.6
2004,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,10.61
2005,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,9.65
2006,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,9.64
2007,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,9.51
2008,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,8.13
2009,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,7.31
2010,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,7.71
2011,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,9.38
2012,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,9.51
2013,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,11.86
2014,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,11.76
2015,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,13.17
2016,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,9.66
2017,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,9.9
2018,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,10.25
2019,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,10.86
2020,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,10.98
2021,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,0,11.76
2000,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,5.16
2001,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,6.64
2002,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,5.08
2003,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,6.07
2004,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,3.18
2005,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,3.25
2006,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,4.02
2007,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,4.89
2008,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,6.57
2009,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,2.8
2010,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,3.4
2011,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,6.02
2012,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,5.92
2013,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,5.75
2014,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,6.34
2015,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,6.88
2016,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,7.54
2017,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,8.37
2018,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,9.45
2019,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,9.99
2020,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,0,9.36
