Year,REF_AREA,Country,Household_type,Measure,INCOME_PRINCIPAL,INCOME_SPOUSE,Net_average_tax_rate_pct
2021,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,100,25.69
2000,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,25.92
2001,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,25.75
2002,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,27.59
2003,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,27.84
2004,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,28.08
2005,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,28.38
2006,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,28.71
2007,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,24.24
2008,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,21.56
2009,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,21.2
2010,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,21.44
2011,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,21.74
2012,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,21.92
2013,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,22.09
2014,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,22.38
2015,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,22.53
2016,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,17.95
2017,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,17.05
2018,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,17.17
2019,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,14.9
2020,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,13.15
2021,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,100,13.22
2000,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,20.62
2001,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,18.93
2002,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,18.62
2003,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,18.88
2004,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,19.17
2005,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,18.55
2006,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,18.57
2007,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,18.66
2008,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,18.49
2009,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,18.02
2010,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,18.5
2011,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,21.26
2012,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,20.43
2013,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,23.15
2014,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,23.03
2015,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,21.96
2016,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,22.13
2017,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,22.4
2018,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,21.66
2019,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,22.38
2020,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,22.53
2021,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,100,23.4
2000,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,19.03
2001,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,20.01
2002,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,18.93
2003,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,17.58
2004,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,16.51
2005,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,16.55
2006,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,16.94
2007,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,17.37
2008,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,18.21
2009,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,16.3
2010,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,16.63
2011,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,17.94
2012,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,17.89
2013,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,17.8
2014,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,18.1
2015,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,18.37
2016,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,18.7
2017,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,19.11
2018,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,19.65
2019,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,19.92
2020,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,19.34
2021,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,100,19.19
2000,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,29.35
2001,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,29.37
2002,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,29.34
2003,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,29.45
2004,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,29.62
2005,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,28.14
2006,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,28.34
2007,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,27.49
2008,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,27.52
2009,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,27.4
2010,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,27.78
2011,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,27.94
2012,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,26.81
2013,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,26.85
2014,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,27.04
2015,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,27.13
2016,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,26.95
2017,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,27.26
2018,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,28.78
2019,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,29.13
2020,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,29.02
2021,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,29.59
2000,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,17.97
2001,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,18.34
2002,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,18.72
2003,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,17.99
2004,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,18.35
2005,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,18.6
2006,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,18.84
2007,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,18.52
2008,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,17.29
2009,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,17.87
2010,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,19.85
2011,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,20.22
2012,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,21.01
2013,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,21.08
2014,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,21.16
2015,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,19.44
2016,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,19.42
2017,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,19.27
2018,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,19.46
2019,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,19.56
2020,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,18.92
2021,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,19.7
2000,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,29.86
2001,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,28.3
2002,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,26.65
2003,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,27.36
2004,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,27.82
2005,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,27.57
2006,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,26.82
2007,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,23.68
2008,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,23.17
2009,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.75
2010,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.1
2011,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.26
2012,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.42
2013,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.71
2014,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.08
2015,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.32
2016,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.71
2017,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.91
2018,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.61
2019,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.05
2020,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.21
2021,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.06
2000,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.84
2001,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,15.03
2002,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,15.15
2003,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.79
2004,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.86
2005,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.87
2006,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.35
2007,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.82
2008,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.28
2009,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.77
2010,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.98
2011,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.74
2012,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.62
2013,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.46
2014,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,12.83
2015,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,12.76
2016,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.21
2017,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.25
2018,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.47
2019,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.69
2020,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.08
2021,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.67
2000,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,23.2
2001,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,21.93
2002,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,22.1
2003,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,24.22
2004,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,24.38
2005,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,24.41
2006,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,24.47
2007,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,24.63
2008,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,23.14
2009,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,22.65
2010,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,22.83
2011,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,22.49
2012,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,22.21
2013,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,21.46
2014,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,21.06
2015,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,20.92
2016,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,21.05
2017,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,21.16
2018,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,21.2
2019,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,21.18
2020,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,20.61
2021,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,21.22
2000,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,15.15
2001,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,15.87
2002,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,16.41
2003,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,16.88
2004,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,17.49
2005,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,17.8
2006,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,18.68
2007,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,19.52
2008,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,20.34
2009,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,17.38
2010,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,17.93
2011,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,19.05
2012,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,19.8
2013,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,20.66
2014,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,21.08
2015,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,21.63
2016,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,18.56
2017,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,19.09
2018,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,19.61
2019,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,14.95
2020,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,13.24
2021,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,15.66
2000,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,23.71
2001,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,24.46
2002,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,24.43
2003,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,23.43
2004,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,21.98
2005,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,22.12
2006,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,22.12
2007,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,22.15
2008,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,22.57
2009,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,22.41
2010,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,23.55
2011,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,23.72
2012,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,23.56
2013,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,23.01
2014,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,22.94
2015,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,22.57
2016,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,20.91
2017,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,20.86
2018,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,20.44
2019,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,19.39
2020,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,19.17
2021,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,19.24
2000,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,28.17
2001,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,27.69
2002,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,27.29
2003,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,27.24
2004,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,26.73
2005,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,26.56
2006,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,26.8
2007,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,27.15
2008,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,27.01
2009,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,26.43
2010,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,24.87
2011,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,25.31
2012,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,25.51
2013,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,25.14
2014,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,24.86
2015,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,25.27
2016,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,25.24
2017,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,25.2
2018,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,22.58
2019,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,23.04
2020,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,25.14
2021,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,25.42
2000,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,10.57
2001,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,10.45
2002,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,11.62
2003,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,12.79
2004,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,8.94
2005,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,7.53
2006,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,3.09
2007,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,6.0
2008,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,2.46
2009,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,6.08
2010,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,7.28
2011,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,8.27
2012,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,9.14
2013,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,9.38
2014,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,10.03
2015,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,4.5
2016,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,4.28
2017,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,5.05
2018,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,1.11
2019,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,2.41
2020,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,3.12
2021,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,5.12
2000,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,24.75
2001,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.86
2002,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.73
2003,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.39
2004,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,22.62
2005,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.17
2006,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.06
2007,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.31
2008,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.6
2009,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,22.7
2010,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.01
2011,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.07
2012,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.02
2013,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.94
2014,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,24.43
2015,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,25.19
2016,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,25.19
2017,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,24.76
2018,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,25.03
2019,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,25.12
2020,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,25.99
2021,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,26.41
2000,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,16.06
2001,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,15.95
2002,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,16.05
2003,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,16.4
2004,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,16.38
2005,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,16.91
2006,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.14
2007,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.33
2008,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.36
2009,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.62
2010,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.71
2011,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.85
2012,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.98
2013,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.46
2014,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.75
2015,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.97
2016,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,18.06
2017,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,18.11
2018,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.38
2019,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,16.3
2020,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,14.84
2021,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,16.84
2000,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,22.0
2001,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,21.38
2002,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,21.39
2003,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,22.39
2004,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,21.47
2005,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,22.03
2006,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,22.59
2007,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,22.56
2008,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,22.49
2009,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,20.61
2010,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,19.6
2011,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,20.75
2012,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,21.08
2013,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,20.85
2014,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,21.08
2015,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,21.24
2016,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,21.42
2017,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,21.49
2018,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,21.62
2019,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,21.17
2020,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,19.08
2021,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,19.42
2000,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,23.64
2001,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,22.91
2002,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,24.19
2003,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,24.48
2004,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,26.14
2005,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,26.28
2006,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,27.71
2007,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,26.07
2008,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,25.33
2009,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,24.99
2010,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,23.58
2011,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,27.16
2012,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,27.08
2013,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,23.94
2014,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,23.7
2015,GRC,Grèce,"Couple, 2 children",net_average_tax_rate,100,0,21.85
