STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Fréquence d'observation,REF_AREA,Zone de référence,MEASURE,Mesure,EXPENDITURE,Dépense,UNIT_MEASURE,Unité de mesure,CHAPTER,Chapitre,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,ADJUSTMENT,Ajustement,COUNTERPART_AREA,Zone de contrepartie,SECTOR,Secteur institutionnel,COUNTERPART_SECTOR,Secteur institutionnel de contrepartie,CONSOLIDATION,Statut de consolidation,ACCOUNTING_ENTRY,Ecriture comptable,TRANSACTION,Transaction,INSTR_ASSET,Instruments et actifs,MATURITY,Échéance initiale et résiduelle,PRODUCT,Produit,PENSION_FUNDTYPE,Type de fond de pension,CURRENCY_DENOM,Monnaie de libellé,VALUATION,Evaluation,PRICE_BASE,Type de prix,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Identifiant de tableau,REF_YEAR_PRICE,Prix ​​année de référence,BASE_PER,Période de base,CONF_STATUS,Statut de confidentialité,DECIMALS,Décimales,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,CURRENCY,Monnaie
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,LTU,Lituanie,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2020,,16.2782531927769,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,LUX,Luxembourg,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2020,,20.7083056992872,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,MEX,Mexique,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2020,,3.74301221913752,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,NLD,Pays-Bas,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2020,,21.7172119250964,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,NZL,Nouvelle-Zélande,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2020,,15.8199468498005,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,NOR,Norvège,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2020,,18.9993283404231,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,POL,Pologne,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2020,,18.4121775320167,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,PRT,Portugal,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2020,,20.0660882516603,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,SVK,République slovaque,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2020,,17.8373791434262,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,SVN,Slovénie,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2020,,19.7697628370774,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,ESP,Espagne,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2020,,23.168770489916,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,SWE,Suède,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2020,,16.4407308809052,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,CHE,Suisse,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2020,,13.7864697680153,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,TUR,Türkiye,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2020,,12.5272675041714,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,GBR,Royaume-Uni,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2020,,17.0689314356715,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,USA,États-Unis,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2020,,19.7494163842805,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,AUS,Australie,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,12.3825474923638,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,AUT,Autriche,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,23.9363839182587,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,BEL,Belgique,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,25.901022671403,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,CAN,Canada,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,14.5521484586039,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,COL,Colombie,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,13.3493594849719,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,CRI,Costa Rica,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,5.89010447780601,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,CZE,Tchéquie,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,17.0956703296181,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,DNK,Danemark,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,16.8013016226049,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,EST,Estonie,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,14.8674324039014,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,FIN,Finlande,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,22.0136354134843,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,FRA,France,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,27.0801952535987,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,DEU,Allemagne,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,25.4959346502496,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,GRC,Grèce,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,22.2690464499032,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,HUN,Hongrie,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,12.1029780419768,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,ISL,Islande,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,11.4024953637714,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,IRL,Irlande,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,8.32186550113086,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,ISR,Israël,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,9.60037505921132,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,ITA,Italie,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,24.1733628858153,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_VI@DF_NAAG_EXP(1.0),NAAG Chapitre 6: Administrations publiques,I,A,Annuelle,JPN,Japon,D62P_D632S13,"Prestations sociales et transferts sociaux en nature, production marchande, payés par les administrations publiques",_T,Total,PT_B1GQ,Pourcentage du PIB,NAAG_VI,Part VI: General Government,2021,,22.0467164724501,,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,Non applicable,S13,Administrations publiques,_Z,Non applicable,N,Non consolidé,D,Dépenses,D62_63,Prestations sociales et transferts sociaux en nature,_Z,Non applicable,,,,,,,,,,,V,Prix courants,N,Données non transformées,,,,,,,F,Libre (libre pour publication),2,Two,A,Valeur normale,0,Units,_Z,N'est pas applicable
