STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,MEASURE,Mesure,UNIT_MEASURE,Unité de mesure,HOUSEHOLD_TYPE,Type de ménage,INCOME_PRINCIPAL,Revenus du principal,INCOME_SPOUSE,Revenus du conjoint,FREQ,Fréquence d'observation,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,DECIMALS,Décimales,UNIT_MULT,Multiplicateur d'unité,OBS_STATUS,Statut d'observation,CIVIL_STATUS,État civil
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,CAN,Canada,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2015,,19.7,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,CAN,Canada,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2016,,64.25,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,CAN,Canada,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2017,,33.95,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,CAN,Canada,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2018,,37.7,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,CAN,Canada,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2019,,74.7447,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,CAN,Canada,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2020,,314.37305,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,FRA,France,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2016,,1322.956556,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,FRA,France,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2017,,1230.553929,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,FRA,France,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2018,,1155.67027,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,FRA,France,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2019,,2222.239182,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,FRA,France,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2020,,2550.367516,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,FRA,France,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2021,,2160.42485,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,FRA,France,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2022,,2038.383777,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,FRA,France,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2023,,1919.274978,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,FRA,France,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2024,,2206.561546,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2000,,2871.415205,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2001,,2871.415205,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2002,,2340,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2003,,2340,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2004,,1308,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2005,,1308,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2006,,1308,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2007,,1308,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2008,,1308,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2009,,1308,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2010,,1308,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2011,,1308,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2012,,1308,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2013,,1308,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2014,,1308,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2015,,2148,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2016,,2148,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2017,,2148,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2018,,2148,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2019,,2148,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2020,,4248,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2021,,4248,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2022,,4248,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2022,,300,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2023,,4500,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,DEU,Allemagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2024,,4500,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2005,,1040,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2006,,2917.573696,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2007,,1641.305392,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2008,,1604.384107,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2009,,3041.124761,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2010,,3516.5444,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2011,,3672.7363,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2012,,3451.69526,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2013,,3463.58052,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2014,,3373.37038,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2015,,3168.53128,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2016,,3028.15616,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2017,,2710.92432,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2018,,2169.787825,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2019,,1040,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2020,,1040,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2021,,1040,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2022,,1540,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,IRL,Irlande,CTHF,Allocations versées en relation avec la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2024,,1040,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,ESP,Espagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2007,,2150,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,ESP,Espagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2008,,2150,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,ESP,Espagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2009,,2150,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,ESP,Espagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2010,,2150,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,ESP,Espagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2011,,2150,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COU@DF_TW_COU(2.1),Les impôts sur le travail - tableaux des pays membres de l'OCDE,I,ESP,Espagne,HFTA,Abattements fiscaux liés à la situation familiale,XDC,Monnaie nationale,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annuelle,2012,,2150,,2,Two,0,Units,A,Valeur normale,_Z,Non applicable
