STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,MEASURE,Mesure,UNIT_MEASURE,Unité de measure,SEX,Sexe,AGE,Âge,TIME_HORIZ,Horizon temporel,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,DECIMALS,Décimales
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,KOR,Corée,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2010,,32779771,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,KOR,Corée,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2011,,33181463,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,KOR,Corée,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2012,,33420317,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,KOR,Corée,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2013,,33640947,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,KOR,Corée,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2014,,33966111,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,KOR,Corée,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2015,,34221628,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,KOR,Corée,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2016,,34463953,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,KOR,Corée,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2017,,34589113,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,KOR,Corée,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2018,,34803914,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,KOR,Corée,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2019,,34941772,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,KOR,Corée,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2020,,34860284,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1990,,1592758,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1991,,1582544,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1992,,1555298,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1993,,1519192,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1994,,1490966,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1995,,1469165,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1996,,1453707,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1997,,1441106,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1998,,1430859,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1999,,1424588,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2000,,1415663,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2001,,1400466,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2002,,1385953,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2003,,1374982,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2004,,1363607,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2005,,1352635,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2006,,1343896,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2007,,1338217,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2008,,1329654,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2009,,1311278,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2010,,1288184,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2011,,1269550,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2012,,1257320,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2013,,1242865,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2014,,1224571,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2015,,1205671,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2016,,1184325,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2017,,1163109,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2018,,1145189,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2019,,1129270,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2020,,1113767,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2021,,1098639,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LVA,Lettonie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2022,,1090618,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1990,,2184920,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1991,,2188486,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1992,,2184508,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1993,,2171317,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1994,,2155183,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1995,,2137688,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1996,,2119551,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1997,,2101520,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1998,,2082864,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1999,,2066371,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2000,,2055293,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2001,,2040956,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2002,,2026541,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2003,,2016337,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2004,,2000950,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2005,,1975836,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2006,,1951492,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2007,,1935201,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2008,,1921772,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2009,,1907026,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2010,,1867439,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2011,,1825803,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2012,,1809895,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2013,,1799438,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2014,,1785868,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2015,,1766215,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2016,,1738337,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2017,,1707250,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2018,,1687551,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2019,,1683790,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2020,,1686715,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LTU,Lituanie,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2021,,1701383,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1990,,242128,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1991,,245043,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1992,,247655,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1993,,249845,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1994,,251784,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1995,,253911,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1996,,256151,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1997,,258414,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1998,,260977,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,1999,,264050,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2000,,267983,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2001,,271726,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2002,,274538,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2003,,278025,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2004,,282124,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2005,,286589,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2006,,291698,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2007,,296927,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2008,,303270,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2009,,309993,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2010,,316719,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2011,,325196,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2012,,334342,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Données démographiques historiques,I,LUX,Luxembourg,POP,Population,PS,Personnes,_T,Total,Y20T64,De 20 à 64 ans,H,Historical,2013,,342958,,A,Valeur normale,0,Units,0,Zero
