Year,REF_AREA,birth_rate,fertility,emp_rate,20-,20-64,65+,Alcohol_Tobacco,Clothing_Footwear,Communication,Education,Food,Health,Household_Goods,Housing_Utilities,Other_Services,Recreation_Culture,Restaurants_Hotels,Transport,gov_spending,"Couple, 2 children","Couple, no children","Single person, no children"
2017,SWE,11.547,1.79,81.8,23.02,57.18,19.8,3.4,4.37,3.19,0.31,12.35,3.15,5.95,25.54,10.93,11.0,6.96,12.84,3.494,20.23,23.94,25.0
2017,ESP,8.415,1.3,65.55,19.72,61.27,19.01,3.99,4.39,2.53,1.58,12.36,4.01,4.75,22.02,9.59,7.46,14.9,12.43,1.215,17.11,19.29,21.1
2017,SVK,10.665,1.53,71.11,20.57,64.18,15.26,5.52,4.06,3.27,1.59,16.41,2.51,6.23,28.6,9.12,10.26,5.77,6.66,1.695,16.99,22.49,23.7
2017,DEU,9.511,1.58,79.21,18.43,60.26,21.3,3.25,4.69,2.3,0.91,10.62,5.11,6.46,24.13,12.63,10.99,5.34,13.56,2.272,31.37,37.49,39.74
2017,LUX,10.453,1.4,71.53,21.75,63.97,14.28,7.93,4.87,1.53,0.93,8.91,2.93,6.65,23.22,14.3,6.68,7.93,14.14,3.145,15.33,23.16,29.01
2017,ISL,12.032,1.71,84.89,26.25,59.54,14.21,3.98,3.03,1.99,1.1,12.5,2.56,5.35,22.91,6.74,11.4,14.05,14.37,3.222,26.75,26.9,28.31
2018,ISL,12.134,1.71,83.84,25.75,59.91,14.33,3.85,3.12,2.12,1.05,12.42,2.53,5.23,22.97,6.78,11.78,14.21,13.96,3.313,26.54,26.97,28.37
2018,LUX,10.422,1.39,72.07,21.55,64.09,14.35,7.97,4.62,1.44,0.89,8.73,3.08,6.56,22.6,14.52,6.58,7.84,15.17,3.267,16.08,23.71,29.58
2018,DEU,9.512,1.57,79.92,18.42,60.11,21.47,3.24,4.43,2.26,0.91,10.73,5.13,6.26,24.04,12.62,10.88,5.45,14.03,2.32,31.43,37.43,39.68
2018,SVK,10.589,1.55,72.42,20.59,63.63,15.78,5.45,4.19,3.24,1.54,16.6,2.5,6.36,27.95,9.16,10.17,6.01,6.83,1.642,17.64,22.86,24.01
2018,ESP,7.95,1.25,67.01,19.66,61.14,19.21,3.9,4.14,2.57,1.55,12.5,4.11,4.64,21.93,9.86,7.45,14.75,12.6,1.228,17.3,19.45,21.26
2018,SWE,11.446,1.76,82.37,23.19,56.95,19.86,3.38,4.19,3.22,0.31,12.48,3.16,5.93,25.84,10.8,11.17,6.8,12.72,3.569,19.86,24.01,25.08
2018,LVA,9.985,1.61,76.84,20.4,59.42,20.18,7.77,5.11,2.72,1.76,17.99,4.68,3.75,20.8,6.55,9.83,6.71,12.31,2.32,19.91,27.31,28.74
2018,GRC,8.048,1.35,59.47,19.43,58.66,21.91,4.74,4.04,3.52,2.04,15.47,4.21,2.6,20.62,7.68,5.55,17.09,12.43,1.867,22.12,24.5,25.47
2018,CHE,10.355,1.52,82.49,20.02,61.61,18.37,3.49,2.49,2.46,1.02,8.8,16.56,3.5,25.15,11.67,6.91,8.67,9.27,1.596,10.81,17.12,17.38
2018,EST,10.891,1.68,79.43,20.96,59.37,19.68,7.81,6.43,2.42,0.51,19.59,3.31,4.37,18.01,8.89,8.79,8.13,11.75,3.058,6.28,12.71,14.6
2018,IRL,12.567,1.75,74.32,27.28,58.87,13.85,4.79,3.95,2.48,1.63,9.11,4.92,4.3,25.19,8.7,7.14,15.46,12.35,1.699,16.79,21.05,25.62
2018,NOR,10.409,1.57,79.2,23.69,59.23,17.09,3.94,4.95,2.36,0.44,11.6,3.02,6.07,22.85,10.55,11.86,6.85,15.54,3.052,23.64,26.0,27.4
2018,AUT,9.695,1.48,76.15,19.42,61.8,18.77,3.21,5.68,1.92,0.97,9.72,3.81,6.57,22.25,9.91,10.0,13.51,12.45,2.562,23.4,30.56,32.79
2018,FIN,8.63,1.41,76.41,21.44,56.95,21.61,4.71,4.21,2.36,0.4,11.56,4.44,4.5,28.87,10.11,10.21,6.61,12.02,2.889,24.19,27.37,30.35
2018,SVN,9.476,1.61,75.44,19.54,60.79,19.68,4.9,5.37,2.84,1.24,14.01,3.89,4.89,18.92,10.18,9.21,7.57,16.97,1.827,24.87,32.5,34.07
2018,ITA,7.337,1.3,63.04,18.06,59.18,22.76,4.17,6.16,2.26,0.91,14.21,3.52,6.16,22.49,10.24,6.68,10.26,12.92,1.404,23.0,27.55,31.22
2018,PRT,8.419,1.42,74.64,19.07,58.93,22.0,3.19,6.0,2.16,1.58,16.35,5.2,4.84,17.44,10.62,5.64,13.55,13.44,1.187,18.51,22.84,25.27
2018,HUN,9.622,1.56,74.5,19.47,61.49,19.03,7.29,3.75,3.1,1.77,17.46,4.05,4.87,20.25,8.37,7.37,8.81,12.9,2.495,22.75,33.5,33.5
2018,DNK,10.634,1.73,77.67,22.51,58.02,19.46,3.36,4.13,2.05,0.81,11.4,2.87,5.44,28.4,11.37,11.73,6.23,12.21,3.387,30.95,34.63,35.74
2018,NLD,9.809,1.59,80.16,22.06,58.93,19.01,3.05,4.96,2.4,0.66,10.92,3.28,5.56,23.26,12.56,9.62,8.38,11.97,1.467,21.89,27.41,30.53
2018,GBR,11.028,1.68,77.95,23.19,58.61,18.2,3.32,5.05,2.15,2.15,8.12,2.11,4.86,25.99,11.97,9.5,10.59,14.17,3.012,19.07,21.78,23.47
2018,LTU,9.48,1.53,77.83,20.06,60.24,19.71,5.78,5.95,2.73,0.48,20.72,4.29,6.96,15.42,9.37,8.43,4.24,15.62,2.248,16.44,20.3,22.15
2018,FRA,11.327,1.87,71.3,24.28,55.88,19.84,3.77,3.61,2.38,0.48,13.1,4.03,4.6,26.13,12.55,7.89,7.43,14.04,2.797,22.15,27.38,28.42
2018,POL,10.221,1.46,72.17,20.02,62.75,17.23,6.1,5.17,2.43,0.86,17.39,5.76,5.15,19.4,13.23,6.84,3.75,13.92,2.47,15.29,24.93,25.22
2019,POL,9.874,1.44,73.27,20.02,62.17,17.81,6.09,5.44,2.33,0.81,17.39,5.69,5.23,19.52,13.01,6.62,3.95,13.92,2.992,12.61,24.7,24.99
2019,FRA,11.205,1.86,71.57,24.13,55.67,20.2,3.78,3.54,2.35,0.49,13.1,3.98,4.59,26.25,12.3,7.94,7.69,14.05,2.719,21.78,26.86,28.01
2019,LTU,8.88,1.44,78.2,19.91,60.26,19.83,5.88,5.79,2.71,0.51,20.14,4.66,6.97,15.25,9.52,8.5,4.51,15.56,2.441,30.69,35.36,36.54
2019,GBR,10.694,1.48,78.6,23.08,58.52,18.4,3.18,5.15,2.08,2.16,8.08,2.12,4.88,25.77,11.95,9.87,10.62,14.22,2.435,19.04,21.67,23.37
2019,NLD,9.818,1.57,81.1,21.81,58.85,19.33,2.92,4.95,2.3,0.64,11.03,3.25,5.63,23.45,12.38,9.58,8.61,11.9,1.543,20.46,26.09,29.39
2019,DNK,10.535,1.7,78.49,22.3,57.97,19.73,3.36,4.06,2.02,0.81,11.32,2.88,5.38,28.09,11.52,11.83,6.36,12.39,3.323,31.17,34.77,35.87
2019,HUN,9.598,1.57,75.45,19.46,61.04,19.5,7.44,3.57,2.82,1.83,17.2,3.98,5.07,20.65,8.44,7.46,8.97,12.57,2.372,23.08,33.5,33.5
2019,PRT,8.378,1.43,75.4,18.81,58.72,22.47,3.05,5.81,2.31,1.56,16.07,5.39,4.8,17.35,10.42,5.71,13.95,13.59,1.208,19.13,23.29,25.85
2019,ITA,7.023,1.26,63.61,17.87,59.07,23.06,4.2,5.98,2.15,0.91,14.27,3.54,6.12,22.46,10.28,6.71,10.39,12.99,1.407,23.32,27.79,31.46
2019,SVN,9.288,1.61,76.44,19.54,60.43,20.03,4.7,5.5,2.76,1.24,14.08,3.84,5.06,18.27,10.2,9.46,7.79,17.11,1.827,25.35,32.89,34.38
2019,FIN,8.266,1.35,77.28,21.24,56.7,22.06,4.71,4.27,2.38,0.4,11.39,4.37,4.51,29.21,10.06,10.12,6.74,11.84,2.906,24.19,27.3,30.32
2019,AUT,9.59,1.47,76.79,19.34,61.7,18.96,3.18,5.57,1.87,1.01,9.69,3.82,6.59,22.51,10.0,9.91,13.69,12.15,2.524,20.88,30.98,33.21
2019,NOR,10.228,1.54,79.47,23.41,59.19,17.4,3.85,4.74,2.29,0.45,11.42,3.07,6.11,22.96,10.78,11.71,7.06,15.55,3.157,23.44,25.88,27.29
2019,IRL,12.001,1.69,75.47,26.98,58.88,14.14,5.09,4.0,2.39,1.66,9.12,4.99,4.27,25.33,8.34,6.94,15.65,12.2,1.609,19.68,23.49,27.61
2019,EST,10.642,1.67,80.06,21.11,58.99,19.9,7.23,6.22,2.41,0.51,19.3,3.48,4.42,18.5,9.11,8.87,8.16,11.79,3.128,7.25,13.69,15.74
2019,CHE,10.085,1.49,82.95,19.98,61.46,18.56,3.51,2.42,2.5,1.06,8.89,16.82,3.54,25.34,11.06,6.75,8.78,9.32,1.642,11.03,17.24,17.5
2019,GRC,7.81,1.33,61.19,19.4,58.45,22.15,4.45,4.07,3.55,2.08,15.53,3.73,2.69,20.79,7.5,5.8,17.65,12.14,1.562,22.27,24.61,25.56
2019,LVA,9.785,1.61,77.36,20.61,59.01,20.39,7.66,5.14,2.58,1.72,17.99,5.07,3.82,21.1,6.41,10.27,6.52,11.72,2.337,19.52,27.16,28.58
2019,SWE,11.195,1.72,82.12,23.27,56.78,19.95,3.32,4.08,2.93,0.31,12.4,3.11,6.0,25.92,10.85,11.43,6.73,12.92,3.512,19.23,23.42,24.54
2019,ESP,7.646,1.23,68.03,19.54,61.08,19.38,3.87,4.08,2.5,1.54,12.51,4.2,4.5,22.0,9.98,7.54,14.98,12.31,1.281,17.39,19.46,21.29
2019,SVK,10.468,1.57,73.4,20.62,63.07,16.31,5.42,4.17,3.21,1.52,16.87,2.57,6.29,28.08,8.83,9.84,6.61,6.6,1.781,17.96,23.04,24.17
2019,DEU,9.372,1.55,80.65,18.43,59.93,21.65,3.22,4.33,2.22,0.9,10.77,5.21,6.37,24.0,12.52,10.83,5.53,14.1,2.37,30.97,36.97,39.22
2019,LUX,10.148,1.34,72.75,21.39,64.17,14.44,8.0,4.67,1.43,0.87,8.61,3.52,6.5,22.19,14.8,6.63,7.97,14.82,3.329,16.66,24.14,29.96
2019,ISL,12.471,1.75,83.46,25.46,59.96,14.57,3.89,3.25,2.6,1.02,12.24,2.57,5.09,23.52,6.96,11.97,13.92,12.97,3.362,26.5,26.89,28.3
2020,ISL,12.391,1.73,80.06,25.35,59.76,14.89,4.86,3.5,3.06,1.12,13.68,2.86,6.19,26.72,7.83,9.6,8.54,12.04,3.936,25.96,26.74,28.22
2020,LUX,10.316,1.37,72.12,21.25,64.2,14.56,9.19,4.44,1.53,0.97,10.31,3.57,6.84,24.19,14.33,6.05,5.76,12.82,3.756,18.41,25.48,31.12
2020,DEU,9.296,1.54,79.18,18.44,59.7,21.86,3.61,3.94,2.31,0.83,11.86,5.56,7.14,25.62,12.76,9.51,3.87,12.99,2.745,29.49,36.42,38.64
2020,SVK,10.38,1.59,72.47,20.67,62.5,16.83,5.24,4.23,3.13,1.35,19.82,2.46,6.23,29.68,9.1,8.13,5.79,4.85,1.988,17.26,22.37,23.6
2020,ESP,7.199,1.18,65.73,19.38,61.1,19.52,4.75,3.3,2.84,1.78,15.83,4.75,4.67,25.61,11.02,5.63,9.47,10.35,1.524,16.34,18.51,20.73
2020,SWE,10.949,1.68,80.77,23.27,56.67,20.06,3.61,3.72,3.03,0.32,13.32,3.07,6.56,26.48,11.4,11.34,5.83,11.31,3.54,19.4,23.51,24.63
2020,LVA,9.201,1.55,77.02,20.74,58.61,20.66,8.43,5.35,2.65,1.78,19.93,5.4,4.2,22.35,6.48,8.5,4.76,10.16,2.491,18.96,26.55,28.33
2020,GRC,7.908,1.38,61.14,19.33,58.26,22.41,5.01,3.54,4.91,2.24,19.06,4.47,2.89,25.56,8.1,4.58,9.84,9.8,1.664,19.99,22.67,23.85
2020,CHE,9.983,1.47,82.47,19.93,61.34,18.73,3.86,2.28,2.67,1.09,9.87,17.33,3.53,26.7,11.44,6.05,6.54,8.63,1.745,11.41,17.51,17.8
2020,EST,9.939,1.59,78.99,21.23,58.58,20.19,8.05,6.06,2.74,0.52,21.22,3.69,5.03,18.87,9.58,8.59,5.79,9.86,3.286,7.74,14.03,16.13
2020,IRL,11.164,1.6,73.84,26.66,58.9,14.44,6.28,3.94,2.82,1.82,10.36,5.07,4.12,28.28,9.99,6.39,10.52,10.41,1.511,20.24,23.97,28.02
2020,NOR,9.87,1.48,78.82,23.11,59.16,17.73,4.72,4.68,2.43,0.45,13.4,3.26,7.06,23.02,10.7,11.25,5.47,13.55,3.384,23.7,26.11,27.47
2020,AUT,9.392,1.44,75.5,19.26,61.56,19.18,3.81,4.98,2.1,0.94,11.41,3.95,7.14,25.41,10.36,8.94,10.35,10.63,2.877,19.5,30.34,32.71
2020,FIN,8.409,1.37,76.56,21.04,56.47,22.49,5.23,3.53,2.56,0.38,12.66,4.47,4.8,31.01,10.46,9.24,5.24,10.41,3.019,24.93,27.91,30.97
2020,SVN,8.954,1.59,75.61,19.54,59.99,20.47,5.02,5.12,3.12,1.18,15.9,4.41,5.56,20.81,11.14,7.82,5.71,14.21,1.94,25.43,32.63,33.99
2020,ITA,6.789,1.24,62.54,17.74,58.87,23.39,4.6,5.36,2.29,0.94,16.46,3.74,6.33,25.06,11.09,6.1,6.89,11.15,1.514,21.85,26.96,30.14
2020,PRT,8.147,1.41,73.89,18.5,58.53,22.97,3.53,5.6,2.59,1.58,18.67,5.43,5.54,20.28,10.78,5.11,9.54,11.35,1.383,19.27,23.39,25.97
2020,HUN,9.681,1.61,75.17,19.48,60.54,19.99,7.79,3.2,2.98,1.77,18.82,4.32,5.49,22.23,8.76,7.14,6.25,11.24,2.495,24.01,33.5,33.5
2020,DNK,10.465,1.68,77.9,22.16,57.8,20.04,3.64,4.08,2.07,0.86,12.24,3.04,6.0,29.14,11.79,10.96,4.9,11.29,3.402,30.48,34.05,35.21
2020,NLD,9.69,1.55,80.84,21.55,58.81,19.64,3.28,4.39,2.42,0.66,12.68,3.13,6.5,25.01,12.69,8.4,5.89,10.72,1.665,19.58,25.09,28.45
2020,GBR,10.21,1.48,78.28,23.02,58.44,18.54,4.11,4.61,2.46,2.5,9.63,1.85,5.68,29.57,11.98,9.77,7.33,10.25,2.385,18.36,21.1,22.89
2020,LTU,8.383,1.36,76.65,19.74,60.35,19.91,6.32,4.72,3.0,0.62,21.8,4.95,7.27,16.06,10.1,7.68,3.55,13.92,3.006,28.53,34.51,35.96
2020,FRA,10.905,1.82,71.4,23.93,55.57,20.51,4.36,3.14,2.55,0.49,14.88,3.99,4.83,28.24,12.75,7.51,5.64,11.71,2.912,20.39,25.43,27.07
2020,POL,9.361,1.4,73.67,20.2,61.49,18.32,6.72,4.69,2.54,0.76,19.14,6.53,5.27,20.78,12.17,5.77,3.03,12.59,3.72,10.65,23.95,24.26
2021,POL,8.942,1.34,75.47,20.26,61.04,18.7,6.42,4.7,2.35,0.77,18.63,6.82,5.04,20.8,11.69,5.98,3.54,13.25,3.329,10.74,23.96,24.27
2021,FRA,10.964,1.82,73.19,23.7,55.55,20.75,4.15,3.27,2.48,0.52,13.88,4.17,4.93,27.64,12.55,7.66,6.17,12.65,2.655,20.85,25.56,27.63
2021,LTU,8.3,1.37,77.42,19.47,60.58,19.95,5.93,4.72,2.56,0.63,20.33,5.29,7.08,16.03,10.34,7.95,4.05,15.09,2.815,29.7,35.12,36.43
2021,GBR,10.37,1.48,78.05,22.91,58.36,18.73,3.75,4.7,2.18,2.45,8.84,2.06,5.66,27.66,12.07,9.95,9.21,11.01,2.027,19.09,21.67,23.38
2021,NLD,10.268,1.63,81.66,21.33,58.75,19.91,3.22,4.72,2.32,0.6,11.99,3.25,6.47,24.13,12.41,8.31,6.18,10.9,1.62,19.01,24.32,27.8
2021,DNK,10.869,1.73,79.14,22.0,57.7,20.3,4.02,4.24,1.93,0.85,12.08,2.97,5.99,28.54,12.11,10.98,5.37,10.94,3.146,30.63,34.14,35.28
2021,HUN,9.74,1.63,78.9,19.53,60.15,20.32,7.57,3.31,2.71,1.7,18.02,4.02,5.32,22.34,8.78,7.45,7.16,11.62,2.321,24.69,33.5,33.5
2021,PRT,7.656,1.35,75.46,18.22,58.36,23.41,3.35,5.52,2.44,1.53,18.05,6.01,5.14,19.24,10.47,5.1,11.22,11.93,1.317,20.22,24.12,26.66
2021,ITA,6.757,1.25,62.75,17.63,58.7,23.67,4.4,5.34,2.15,0.91,15.44,3.95,6.56,24.09,10.78,6.35,7.94,12.09,1.425,21.38,26.26,28.99
2021,SVN,9.002,1.64,76.09,19.57,59.52,20.91,4.67,5.59,2.97,1.22,14.38,4.31,5.58,19.25,10.55,8.03,6.29,17.15,1.87,26.0,32.99,34.45
2021,FIN,8.962,1.46,76.92,20.88,56.25,22.87,4.91,3.83,2.46,0.36,12.35,4.57,4.86,30.6,10.98,9.13,5.14,10.81,3.09,25.28,28.19,31.27
2021,AUT,9.636,1.48,75.59,19.24,61.38,19.38,3.9,5.03,2.04,0.95,10.84,4.08,7.31,25.71,10.3,9.02,9.33,11.5,2.59,21.13,30.83,33.17
2021,NOR,10.398,1.56,79.95,22.86,59.07,18.08,4.57,4.6,2.12,0.45,12.56,3.3,7.01,23.64,10.28,11.06,5.77,14.63,2.78,23.94,26.24,27.61
2021,IRL,11.951,1.72,75.41,26.34,58.93,14.73,5.7,4.71,2.7,1.68,9.68,5.21,4.58,26.63,10.38,6.32,13.09,9.34,1.334,21.29,24.88,28.78
2021,EST,9.978,1.61,79.34,21.31,58.3,20.39,7.63,6.12,2.59,0.55,19.58,3.73,5.09,20.9,9.16,8.82,5.66,10.16,2.995,9.12,14.98,17.25
2021,CHE,10.339,1.53,82.05,19.93,61.17,18.9,3.91,2.26,2.54,1.08,9.86,18.1,3.63,26.81,11.09,5.87,5.99,8.86,1.675,11.95,17.92,18.19
2021,GRC,7.992,1.42,62.56,19.02,58.37,22.62,4.72,3.61,4.13,1.92,17.37,4.55,2.96,24.58,8.03,4.86,12.14,11.14,1.687,19.66,22.15,23.18
2021,LVA,9.201,1.57,75.29,20.86,58.3,20.84,7.54,5.3,2.57,1.46,19.96,5.06,4.46,22.66,6.68,8.67,4.56,11.06,2.882,18.42,25.2,26.49
2021,SWE,11.009,1.69,80.44,23.26,56.55,20.19,3.42,4.06,3.23,0.31,12.85,3.06,6.92,25.77,11.17,11.44,5.78,11.98,3.32,18.97,22.97,24.4
2021,ESP,7.106,1.18,67.48,19.15,61.0,19.85,4.37,3.54,2.65,1.43,14.16,4.39,4.88,24.33,10.29,6.58,12.0,11.37,1.482,17.52,19.57,21.41
2021,SVK,10.36,1.63,74.64,20.76,62.02,17.22,5.23,4.32,3.13,1.33,19.68,2.83,6.39,29.83,8.8,8.09,5.17,5.22,2.08,17.08,22.74,23.92
2021,DEU,9.566,1.58,79.37,18.49,59.45,22.06,3.55,3.84,2.34,0.85,11.73,5.62,7.03,25.48,13.14,9.48,3.85,13.1,2.645,29.2,35.67,37.78
2021,LUX,10.54,1.39,74.09,21.14,64.18,14.68,8.81,4.38,1.42,0.97,9.64,4.54,6.81,22.13,14.87,6.58,5.45,14.39,3.194,18.81,25.77,31.42
2021,ISL,13.23,1.83,81.38,25.26,59.53,15.2,4.39,3.88,3.17,1.01,12.93,2.75,6.0,24.73,7.55,10.47,10.3,12.81,3.82,25.19,26.09,27.8
