Year,REF_AREA,Country,Household_type,Measure,INCOME_PRINCIPAL,INCOME_SPOUSE,Net_average_tax_rate_pct,Unit_measure
2012,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,35.2,PT
2013,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,34.8,PT
2014,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,34.62,PT
2015,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,34.9,PT
2016,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,34.88,PT
2017,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,34.8,PT
2018,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,34.63,PT
2019,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,34.77,PT
2020,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,34.05,PT
2021,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,34.14,PT
2022,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,34.38,PT
2023,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,34.48,PT
2024,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,34.56,PT
2000,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,21.14,PT
2001,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,20.59,PT
2002,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,21.89,PT
2003,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,22.26,PT
2004,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,20.9,PT
2005,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,18.82,PT
2006,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,17.8,PT
2007,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,17.95,PT
2008,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,17.15,PT
2009,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,17.81,PT
2010,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,18.74,PT
2011,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,19.02,PT
2012,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,19.26,PT
2013,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,18.88,PT
2014,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,19.06,PT
2015,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,17.89,PT
2016,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,17.8,PT
2017,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,17.83,PT
2018,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,12.71,PT
2019,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,13.69,PT
2020,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,14.03,PT
2021,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,14.98,PT
2022,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,16.09,PT
2023,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,16.37,PT
2024,EST,Estonie,"Couple, no children",net_average_tax_rate,100,67,17.48,PT
2000,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,31.46,PT
2001,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,30.16,PT
2002,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,29.6,PT
2003,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,29.04,PT
2004,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,28.32,PT
2005,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,28.53,PT
2006,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,28.05,PT
2007,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,27.81,PT
2008,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,27.78,PT
2009,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,26.63,PT
2010,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,26.74,PT
2011,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,26.65,PT
2012,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,26.57,PT
2013,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,27.44,PT
2014,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,27.84,PT
2015,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,28.1,PT
2016,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,27.9,PT
2017,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,27.29,PT
2018,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,27.37,PT
2019,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,27.3,PT
2020,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,27.91,PT
2021,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,28.19,PT
2022,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,28.05,PT
2023,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,28.3,PT
2024,FIN,Finlande,"Couple, no children",net_average_tax_rate,100,67,27.08,PT
2000,FRA,France,"Couple, no children",net_average_tax_rate,100,67,27.48,PT
2001,FRA,France,"Couple, no children",net_average_tax_rate,100,67,27.14,PT
2002,FRA,France,"Couple, no children",net_average_tax_rate,100,67,26.79,PT
2003,FRA,France,"Couple, no children",net_average_tax_rate,100,67,26.95,PT
2004,FRA,France,"Couple, no children",net_average_tax_rate,100,67,27.0,PT
2005,FRA,France,"Couple, no children",net_average_tax_rate,100,67,27.2,PT
2006,FRA,France,"Couple, no children",net_average_tax_rate,100,67,26.92,PT
2007,FRA,France,"Couple, no children",net_average_tax_rate,100,67,26.99,PT
2008,FRA,France,"Couple, no children",net_average_tax_rate,100,67,27.02,PT
2009,FRA,France,"Couple, no children",net_average_tax_rate,100,67,27.08,PT
2010,FRA,France,"Couple, no children",net_average_tax_rate,100,67,27.09,PT
2011,FRA,France,"Couple, no children",net_average_tax_rate,100,67,27.19,PT
2012,FRA,France,"Couple, no children",net_average_tax_rate,100,67,27.38,PT
2013,FRA,France,"Couple, no children",net_average_tax_rate,100,67,27.47,PT
2014,FRA,France,"Couple, no children",net_average_tax_rate,100,67,27.75,PT
2015,FRA,France,"Couple, no children",net_average_tax_rate,100,67,27.96,PT
2016,FRA,France,"Couple, no children",net_average_tax_rate,100,67,28.03,PT
2017,FRA,France,"Couple, no children",net_average_tax_rate,100,67,28.05,PT
2018,FRA,France,"Couple, no children",net_average_tax_rate,100,67,27.38,PT
2019,FRA,France,"Couple, no children",net_average_tax_rate,100,67,26.86,PT
2020,FRA,France,"Couple, no children",net_average_tax_rate,100,67,25.43,PT
2021,FRA,France,"Couple, no children",net_average_tax_rate,100,67,25.56,PT
2022,FRA,France,"Couple, no children",net_average_tax_rate,100,67,25.63,PT
2023,FRA,France,"Couple, no children",net_average_tax_rate,100,67,25.55,PT
2024,FRA,France,"Couple, no children",net_average_tax_rate,100,67,25.65,PT
2000,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,40.34,PT
2001,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,39.15,PT
2002,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,39.76,PT
2003,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,40.46,PT
2004,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,39.36,PT
2005,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,39.59,PT
2006,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,39.9,PT
2007,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,39.54,PT
2008,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,39.24,PT
2009,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,38.58,PT
2010,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,36.97,PT
2011,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,37.52,PT
2012,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,37.56,PT
2013,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,37.24,PT
2014,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,37.29,PT
2015,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,37.42,PT
2016,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,37.48,PT
2017,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,37.49,PT
2018,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,37.43,PT
2019,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,36.97,PT
2020,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,36.42,PT
2021,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,35.67,PT
2022,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,35.7,PT
2023,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,35.05,PT
2024,DEU,Allemagne,"Couple, no children",net_average_tax_rate,100,67,35.28,PT
2000,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,21.54,PT
2001,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,20.78,PT
2002,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,21.71,PT
2003,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,21.82,PT
2004,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,23.24,PT
2005,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,23.28,PT
2006,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,24.6,PT
2007,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,24.4,PT
2008,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,23.77,PT
2009,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,23.59,PT
2010,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,22.16,PT
2011,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,25.79,PT
2012,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,25.75,PT
2013,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,24.46,PT
2014,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,24.22,PT
2015,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,22.78,PT
2016,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,24.11,PT
2017,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,24.19,PT
2018,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,24.5,PT
2019,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,24.61,PT
2020,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,22.67,PT
2021,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,22.15,PT
2022,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,23.39,PT
2023,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,24.44,PT
2024,GRC,Grèce,"Couple, no children",net_average_tax_rate,100,67,25.03,PT
2000,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,33.45,PT
2001,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,35.21,PT
2002,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,33.05,PT
2003,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,29.28,PT
2004,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,30.37,PT
2005,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,29.08,PT
2006,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,30.47,PT
2007,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,34.12,PT
2008,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,34.19,PT
2009,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,34.15,PT
2010,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,29.96,PT
2011,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,32.9,PT
2012,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,34.88,PT
2013,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,34.5,PT
2014,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,34.5,PT
2015,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,34.5,PT
2016,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,33.5,PT
2017,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,33.5,PT
2018,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,33.5,PT
2019,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,33.5,PT
2020,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,33.5,PT
2021,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,33.5,PT
2022,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,33.5,PT
2023,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,33.5,PT
2024,HUN,Hongrie,"Couple, no children",net_average_tax_rate,100,67,33.5,PT
2000,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,23.34,PT
2001,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,23.66,PT
2002,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,25.32,PT
2003,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,25.73,PT
2004,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,26.25,PT
2005,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,26.57,PT
2006,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,26.34,PT
2007,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,25.36,PT
2008,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,25.86,PT
2009,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,24.37,PT
2010,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,25.44,PT
2011,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,26.36,PT
2012,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,26.7,PT
2013,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,27.16,PT
2014,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,27.09,PT
2015,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,27.62,PT
2016,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,27.51,PT
2017,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,26.9,PT
2018,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,26.97,PT
2019,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,26.89,PT
2020,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,26.74,PT
2021,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,26.09,PT
2022,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,26.08,PT
2023,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,25.75,PT
2024,ISL,Islande,"Couple, no children",net_average_tax_rate,100,67,25.39,PT
2000,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,23.01,PT
2001,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,18.68,PT
2002,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,17.12,PT
2003,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,17.98,PT
2004,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,18.72,PT
2005,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,17.85,PT
2006,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,16.26,PT
2007,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,15.08,PT
2008,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,15.21,PT
2009,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,17.73,PT
2010,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,18.81,PT
2011,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,20.04,PT
2012,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,20.64,PT
2013,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,21.76,PT
2014,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,21.99,PT
2015,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,21.11,PT
2016,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,20.66,PT
2017,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,20.66,PT
2018,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,21.05,PT
2019,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,23.49,PT
2020,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,23.97,PT
2021,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,24.88,PT
2022,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,24.59,PT
2023,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,24.48,PT
2024,IRL,Irlande,"Couple, no children",net_average_tax_rate,100,67,24.05,PT
2000,ITA,Italie,"Couple, no children",net_average_tax_rate,100,67,27.18,PT
2001,ITA,Italie,"Couple, no children",net_average_tax_rate,100,67,26.67,PT
2002,ITA,Italie,"Couple, no children",net_average_tax_rate,100,67,27.04,PT
2003,ITA,Italie,"Couple, no children",net_average_tax_rate,100,67,25.95,PT
2004,ITA,Italie,"Couple, no children",net_average_tax_rate,100,67,26.35,PT
2005,ITA,Italie,"Couple, no children",net_average_tax_rate,100,67,26.21,PT
2006,ITA,Italie,"Couple, no children",net_average_tax_rate,100,67,27.01,PT
2007,ITA,Italie,"Couple, no children",net_average_tax_rate,100,67,27.33,PT
2008,ITA,Italie,"Couple, no children",net_average_tax_rate,100,67,27.76,PT
